date;senders;receivers
1958-12-17;Brüche, Ernst (1900-1985);Heisenberg, Werner (1901-1976)
1959-01-07;Heisenberg, Werner (1901-1976);Brüche, Ernst (1900-1985)/ Physikalische Blätter
1958-12-16;Eidgenössische Technische Hochschule Zürich. Physikalisches Institut;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1958-09-25;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1958-07-09;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1958-01-07;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut;Borsellino, Antonio/ Università degli Studi di Genova. Istituto di Fisica Teorica
1957-12-09;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)
1957-11-07;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
o.D. [nach 07.1957];Ivanenko, Dmitrij D./ Moskovskij gosudarstvennyj universitet im. M.V. Lomonosova (1940-);Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ)
1955-10-26;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut;Weizsäcker, Carl Friedrich von (1912-2007)
1954-05-10;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1954-04-21;Pauli, Wolfgang (1900-1958)/ Gonseth, Ferdinand (1890-1975)/ International Union for the Philosophy of Science (1954). International Congress (2. : 1954 : Zürich) (1954-);Heisenberg, Werner (1901-1976)
1954-02-09;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ)
1953-10-16;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1953-11-06;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1952-03-07;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1952-09-27;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1950-05-24;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1948-04-29;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1948-04-07;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich (1911-)
1947-07-29;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1947-06-20;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Physikalisches Institut
1962-02-09;Prietsch, Gustav;Heisenberg, Werner (1901-1976)
1961-06-15;Heisenberg, Werner (1901-1976);Schäfer, Georg
1961-04-14;Schäfer, Georg;Heisenberg, Werner (1901-1976)
1965-09-22;Heisenberg, Werner (1901-1976);Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto)
1965-09-07;Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto);Heisenberg, Werner (1901-1976)
1965-08-12;Heisenberg, Werner (1901-1976);Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto)
1965-07-27;Heisenberg, Werner (1901-1976);Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto)
1965-08-17;Wöhrle, Hildegard (1934-2020);Heisenberg, Werner (1901-1976)
1965-06-23;Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto);Heisenberg, Werner (1901-1976)
1965-06-16;Heisenberg, Werner (1901-1976);Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto)
1965-06-15;Giese, Annemarie/ Heisenberg, Werner (1901-1976);Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto)
1965-06-09;Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto);Giese, Annemarie/ Heisenberg, Werner (1901-1976)
1965-06-03;Giese, Annemarie/ Heisenberg, Werner (1901-1976);Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto)
1964-11-17;Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto);Heisenberg, Werner (1901-1976)
1964-08-25;Kobayasi, .../ Riron-Butsurigaku-Kankōkai (Kyōto);Heisenberg, Werner (1901-1976)
1967-05-02;Müller, Th.;Heisenberg, Werner (1901-1976)/ Bayern, Franz, Herzog von (1933-)/ Heise, Carl Georg (1890-)/ Podewils, Clemens (1905-)
1967-02-20;Müller, Th.;Ruf, Sep (1908-1982)
1967-02-17;Podewils, Clemens (1905-);Heisenberg, Werner (1901-1976)
1966-09-10;Seling, Helmut (1921-2016)/ Prinz-Carl-Palais (München);Heisenberg, Werner (1901-1976)
1966-09-07;Heisenberg, Werner (1901-1976);Seling, Helmut (1921-2016)
1966-09-01;Seling, Helmut (1921-2016)/ Prinz-Carl-Palais (München);Heisenberg, Werner (1901-1976)
1966-08-23;Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1965-09-21;Giese, Annemarie/ Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1965-08-09;Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1964-09-12;Preetorius, Emil (1883-1973);Heisenberg, Werner (1901-1976)
o.D.;Preetorius, Emil (1883-1973);Heisenberg, Werner (1901-1976)
1960-06-28;Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1960-02-16;Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1959-12-18;Giese, Annemarie/ Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1958-11-26;Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1958-11-17;Preetorius, Emil (1883-1973);Heisenberg, Werner (1901-1976)
1958-11-11;Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1958-10-13;Heisenberg, Werner (1901-1976);Preetorius, Emil (1883-1973)
1970-08-25;Shankland, Robert S. (1908-1982)/ Case Western Reserve University. Department of Physics;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1969-05-05;Heisenberg, Werner (1901-1976);Shankland, Robert S. (1908-1982)/ Case Western Reserve University. Department of Physics
1969-03-26;Shankland, Robert S. (1908-1982)/ Case Western Reserve University. Department of Physics;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1958-09-23;Shankland, Robert S. (1908-1982)/ Case Institute of Technology;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1958-09-12;Heisenberg, Werner (1901-1976);Shankland, Robert S. (1908-1982)/ Case Institute of Technology
1958-07-21;Shankland, Robert S. (1908-1982)/ Case Institute of Technology;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1949-07-07;Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)/ Cavendish Laboratory (1873-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1949-06-29;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958);Shoenberg, D. (1911-2004)/ Cavendish Laboratory (1873-)
1949-06-24;Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)/ Cavendish Laboratory (1873-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1949-03-01;Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)/ Cavendish Laboratory (1873-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1949-02-16;Heisenberg, Werner (1901-1976);Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)
1949-01-26;Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)/ Cavendish Laboratory (1873-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1948-01-05;Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-);Heisenberg, Werner (1901-1976)
1947-10-30;Heisenberg, Werner (1901-1976);Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)
1947-10-24;Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-);Heisenberg, Werner (1901-1976)/ Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone). Kontrollkommission. Research Branch
1947-10-22;Heisenberg, Werner (1901-1976);Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)
1947-10-02;Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-);Heisenberg, Werner (1901-1976)/ Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone). Kontrollkommission. Research Branch
1947-09-30;Heisenberg, Werner (1901-1976);Shoenberg, D. (1911-2004)/ The Royal Society Mond Laboratory (1932-)
1961-01-18;Heisenberg, Werner (1901-1976);Siebeck, Robert (1921-1970)/ Augenklinik mit Poliklinik (Erlangen)
1961-01-17;Heisenberg, Werner (1901-1976);Siebeck, Robert (1921-1970)/ Augenklinik mit Poliklinik (Erlangen)
1961-01-07;Siebeck, Robert (1921-1970)/ Augenklinik mit Poliklinik (Erlangen);Heisenberg, Werner (1901-1976)
1951-02-06;Heisenberg, Werner (1901-1976);Siegbahn, Kai (1918-2007)/ Kungliga Svenska Vetenskapsakademien (1739-)
1950;Siegbahn, Kai (1918-2007)/ Kungliga Svenska Vetenskapsakademien (1739-);Heisenberg, Werner (1901-1976)
1959-05-12;Scarf, Frederick L. (1930-1988)/ CERN (1954-);Heisenberg, Werner (1901-1976)
1959-04-28;Heisenberg, Werner (1901-1976);Scarf, Frederick L. (1930-1988)/ CERN. Theoretical Study Division (1952-1957)
1959-03-19;Scarf, Frederick L. (1930-1988)/ CERN (1954-);Heisenberg, Werner (1901-1976)
1959-03-10;Heisenberg, Werner (1901-1976);Scarf, Frederick L. (1930-1988)/ Ascoli, Renato/ CERN. Theoretical Study Division (1952-1957)
1959-03-05;Scarf, Frederick L. (1930-1988)/ CERN (1954-);Heisenberg, Werner (1901-1976)
1959-02-24;Heisenberg, Werner (1901-1976);Scarf, Frederick L. (1930-1988)/ CERN. Theoretical Study Division (1952-1957)
1971-01-09;Simon, Manfred (1898-)/ Frankreich. Cour d'Appel (Paris);Heisenberg, Werner (1901-1976)
1971-01-04;Heisenberg, Werner (1901-1976);Simon, Manfred (1898-)
1970-12-25;Simon, Manfred (1898-)/ Frankreich. Cour d'Appel (Paris);Heisenberg, Werner (1901-1976)
1951-11-26;Heisenberg, Werner (1901-1976);Simson, Werner von
1951-11-22;Simson, Werner von;Heisenberg, Werner (1901-1976)
1949-07-11;Heisenberg, Werner (1901-1976);Simson, Werner von
1970-10-13;Heisenberg, Werner (1901-1976);Skjaer, Henry
1970-10-06;Skjaer, Henry;Heisenberg, Werner (1901-1976)
1965;Löwdin, Per Olov (1916-2000)/ Uppsala universitet (1477-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1949-07-20;Heisenberg, Werner (1901-1976);Slater, John C. (1900-1976)/ Massachusetts Institute of Technology (1861-)
1949-07-14;Slater, John C. (1900-1976)/ Massachusetts Institute of Technology (1861-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1949-06-24;Heisenberg, Werner (1901-1976);Slater, John C. (1900-1976)/ Massachusetts Institute of Technology (1861-)
1949-03-04;Slater, John C. (1900-1976)/ Massachusetts Institute of Technology (1861-);Heisenberg, Werner (1901-1976)
1953-11-12;Heisenberg, Werner (1901-1976);Smekal, Adolf (1895-1959)/ Österreichische Physikalische Gesellschaft (1951-)
1953-11-08;Smekal, Adolf (1895-1959)/ Österreichische Physikalische Gesellschaft (1951-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1952-03-24;Smekal, Adolf (1895-1959)/ Physikalisches Institut (Graz);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1952-03-20;Heisenberg, Werner (1901-1976);Smekal, Adolf (1895-1959)/ Physikalisches Institut (Graz)
1952-03-17;Smekal, Adolf (1895-1959)/ Physikalisches Institut (Graz);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1963-04-05;Heisenberg, Werner (1901-1976);Palmgren, Pontus/ Suomen Tiedeseura
1963-03-25;Palmgren, Pontus/ Suomen Tiedeseura;Heisenberg, Werner (1901-1976)
1963-02-02;Sommer, Hans;Heisenberg, Werner (1901-1976)
1958-05-02;Heisenberg, Werner (1901-1976);Sommer, Hans
1958-03-13;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Sommer, Hans
1958-03-10;Sommer, Hans;Heisenberg, Werner (1901-1976)
1964-10-16;Heisenberg, Werner (1901-1976);Sondermann, Fred A. (1923-)/ Colorado College (1874-)
1964-09-23;Sondermann, Fred A. (1923-)/ Colorado College (1874-);Heisenberg, Werner (1901-1976)
1973-05-23;Heisenberg, Werner (1901-1976);Sonnenschmidt, Walter
1973-04-18;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Sonnenschmidt, Walter
1973-03-31;Sonnenschmidt, Walter;Heisenberg, Werner (1901-1976)
1955-08-26;Heisenberg, Werner (1901-1976);Seeberg, Axel (1904-1986)/ Das Sonntagsblatt (Hamburg)
1955-08-15;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Seeberg, Axel (1904-1986)/ Das Sonntagsblatt (Hamburg)
1955-08-05;Seeberg, Axel (1904-1986)/ Das Sonntagsblatt (Hamburg);Heisenberg, Werner (1901-1976)/ Georg-August-Universität Göttingen (1737-)
1954-02-24;Seeberg, Axel (1904-1986)/ Das Sonntagsblatt (Hamburg);Heisenberg, Werner (1901-1976)
1969-12-22;Heisenberg, Werner (1901-1976);Speer, Albert (1905-1981)
1969-12-13;Speer, Albert (1905-1981);Heisenberg, Werner (1901-1976)
1966-12-22;Heisenberg, Werner (1901-1976);Speidel, Hans (1897-1984)
1976-01-26;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Spengler, Herbert (1911-)
1975-12-01;Spengler, Herbert (1911-);Heisenberg, Werner (1901-1976)
1968-05-19;Spira, Andreas (1929-2004);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1968-05-13;Heisenberg, Werner (1901-1976);Spira, Andreas (1929-2004)
1968-05-07;Spira, Andreas (1929-2004);Heisenberg, Werner (1901-1976)
1968-10-15;Heisenberg, Werner (1901-1976);Seifert, Siegfried (1936-2013)
1968-10-02;Seifert, Siegfried (1936-2013);Heisenberg, Werner (1901-1976)
1976-01-29;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Sudarshan, E. C. G. (1931-2018)
1975-12-29;Sudarshan, E. C. G. (1931-2018);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1973-02-19;Heisenberg, Werner (1901-1976);Sudarshan, E. C. G. (1931-2018)/ University of Texas (ElPaso, Tex.). Physics Department
1973-02-13;Sudarshan, E. C. G. (1931-2018)/ University of Texas (ElPaso, Tex.). Physics Department;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1973-01-22;Sudarshan, E. C. G. (1931-2018)/ University of Texas (ElPaso, Tex.). Physics Department;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1965-01-08;Dürr, Hans-Peter (1929-2014);Sudarshan, E. C. G. (1931-2018)/ Syracuse University. Department of Physics
1963-04-22;Heisenberg, Werner (1901-1976);Sudarshan, E. C. G. (1931-2018)/ College of Arts and Science (Rochester, NY)
1963-04-04;Sudarshan, E. C. G. (1931-2018)/ College of Arts and Science (Rochester, NY);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1963-01-24;Heisenberg, Werner (1901-1976);Sudarshan, E. C. G. (1931-2018)/ College of Arts and Science (Rochester, NY)
1963-01-17;Sudarshan, E. C. G. (1931-2018)/ College of Arts and Science (Rochester, NY);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1961-06-02;Dürr, Hans-Peter (1929-2014);Sudarshan, E. C. G. (1931-2018)/ CERN (1954-)
1967-12-05;Suess, Hans E. (1909-1993)/ University of California, San Diego (1960-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1967-11-17;Heisenberg, Werner (1901-1976);Suess, Hans E. (1909-1993)/ University of California, San Diego (1960-)
1967-11-09;Suess, Hans E. (1909-1993)/ University of California, San Diego (1960-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1960-07-18;Supf, Peter (1886-1961);Heisenberg, Werner (1901-1976)
1960-09-22;Heisenberg, Werner (1901-1976);Supf, Peter (1886-1961)
1960-10-01;Burgbacher-Supf, N.;Heisenberg, Werner (1901-1976)
1957-09-17;Heisenberg, Werner (1901-1976);Szalai, Elisabeth
1957-08-22;Szalai, Elisabeth;Heisenberg, Werner (1901-1976)
1975-12-01;Pfeiffer, Heinrich (1927-2016)/ Alexander von Humboldt-Stiftung (1860-1923);Giese, Annemarie/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1956-08-28;Heisenberg, Werner (1901-1976);Abrath, Eduard
1956-07-16;Abrath, Eduard;Heisenberg, Werner (1901-1976)
1956-08-31;Unbekannt;Heisenberg, Werner (1901-1976)
1956-06-12;Deutsche Akademie der Wissenschaften zu Berlin (1946-1972)/ Akademie der Wissenschaften zu Göttingen (1941-)/ Polska Akademia Nauk (1952-);Heisenberg, Werner (1901-1976)
1956-07-31;Allen, John Frank (1908-2001)/ University of St Andrews (1413-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-03-14;Polvani, Giovanni (1892-1970)/ Congresso Internazionale sulle Costanti Fondamentali della Fisica (1956 : Turin) (1956-);Heisenberg, Werner (1901-1976)
o.D.;Unbekannt;Heisenberg, Werner (1901-1976)
1957-01-09;Die Atomwirtschaft (Zeitschrift) (1956/1956-);Heisenberg, Werner (1901-1976)
1956-06-27;Bachmann, Ernst;Heisenberg, Werner (1901-1976)
1956-09-26;Max-Planck-Institut für Physik. Direktion. Sekretariat;Bakker, Cornelis (1904-1960)/ CERN (1954-)
1956-07-13;Heisenberg, Werner (1901-1976);Breitenbach, Fritz
1956-07-08;Breitenbach, Fritz;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-06-15;Giese, Annemarie;Wirtz, Karl (1910-1994)
1956-06-04;;Bayern. Bayerisches Staatsministerium für Unterricht und Kultus (-1990)
1956-07-05;Heisenberg, Werner (1901-1976);Szczesny, Gerhard (1918-2002)/ Der Bayerische Rundfunk (1948-)
1956-07-03;Szczesny, Gerhard (1918-2002)/ Der Bayerische Rundfunk (1948-);Heisenberg, Werner (1901-1976)
1956-07-21;Bayern. Landesamt für Kurzschrift;Heisenberg, Werner (1901-1976)
1956-07-07;Heisenberg, Werner (1901-1976);Übersee-Verlag (1951-)
1956-06-01;Heisenberg, Werner (1901-1976);Boldt, Gerhard (1902-)
1956-05-28;Boldt, Gerhard (1902-);Heisenberg, Werner (1901-1976)
1956-07-05;Heisenberg, Werner (1901-1976);Burkhardt, Gerd (1911-1969)/ Technische Universität Hannover. Institut für Theoretische Physik
1956-07-21;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;CERN (1954-)
1956-07-20;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Penney, R. W./ CERN (1954-)
1956-07-20;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Bakker, Cornelis (1904-1960)/ CERN (1954-)
1956-06-02;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;CERN (1954-)
1956-05-12;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;CERN (1954-)
1956-01-16;Chandrasekhar, Subrahmanyan (1910-1995)/ Yerkes Observatory;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-07-06;Heisenberg, Werner (1901-1976);Cooper, Daniel I./ Nucleonics (Firma)
1956-06-28;Cooper, Daniel I./ Nucleonics (Firma);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-08-12;Josephi, .../ Deutsche Forschungsgemeinschaft (1951-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-08-10;Max-Planck-Institut für Physik. Direktion. Sekretariat;Zierold, Kurt (1899-1989)/ Deutsche Forschungsgemeinschaft (1951-)
1956-08-06;Zierold, Kurt (1899-1989)/ Deutsche Forschungsgemeinschaft (1951-);Heisenberg, Werner (1901-1976)
1956-07-20;Josephi, .../ Deutsche Forschungsgemeinschaft (1951-);Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat
1956-06-04;Heisenberg, Werner (1901-1976);Gambke, Gotthard (1908-1988)/ Deutsche Forschungsgemeinschaft (1951-)
1956-07-13;Heisenberg, Werner (1901-1976);Dittrich, Wolfgang
1956-07-07;Dittrich, Wolfgang;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-06-15;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Droscha, Hellmut
1956-06-04;Heisenberg, Werner (1901-1976);Ehmert, Alfred/ Max-Planck-Institut für Physik der Stratosphäre (Weißenau) (1952-1955)
1956-02-27;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Grundstücksverwaltung Wilhelm Erl
1956-02-14;Editorial Espasa-Calpe (1925-1991);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-07-05;Heisenberg, Werner (1901-1976);Freundlich, Erwin (1885-1964)/ University of St Andrews (1413-)
1956-06-19;Freundlich, Erwin (1885-1964)/ University of St Andrews (1413-);Heisenberg, Werner (1901-1976)
1953-07-09;Haxel, Otto (1909-1998)/ Verband Deutscher Physikalischer Gesellschaften. Fachausschuss Kernphysik;Heisenberg, Werner (1901-1976)
1956-08-29;Heisenberg, Werner (1901-1976);Ford, Kenneth W. (1926-)
1956-06-29;Heisenberg, Werner (1901-1976);Flowers, Brian H./ Atomic Energy Research Establishment (Harwell) (1946-)
1956-06-07;Heisenberg, Werner (1901-1976);Deutscher Bund für Freies Christentum (1948-1962)
1956-06-18;Heisenberg, Werner (1901-1976);Geiger, Rudolf (1894-1981)/ Ludwig-Maximilians-Universität München. Meteorologisches Institut
1956-07-11;Kuby, Erich (1910-2005);Gerlach, Walther (1889-1979)/ Ludwig-Maximilians-Universität München. Physikalisches Institut
1956-06-30;Heisenberg, Werner (1901-1976);Gerlach, Walther (1889-1979)/ Ludwig-Maximilians-Universität München. Physikalisches Institut
1956-07-07;Heisenberg, Werner (1901-1976);Gerds, Hans
1956-06-26;Gesellschaft für Erdweltforschung;Heisenberg, Werner (1901-1976)
1956-06-23;Antweiler, Hermann (1909-)/ Gesellschaft Deutscher Naturforscher und Ärzte (1822-);Heisenberg, Werner (1901-1976)
1956-07-08;Giskes, Anna;Heisenberg, Werner (1901-1976)
1956-05-04;Heisenberg, Werner (1901-1976);Mueller, Walter Felix (1879-1970)/ Wiesbadener Goethe-Gesellschaft
1956-04-30;Mueller, Walter Felix (1879-1970)/ Wiesbadener Goethe-Gesellschaft;Heisenberg, Werner (1901-1976)
1956-07-24;Gottstein, Klaus (1924-2020)/ Max-Planck-Institut für Physik (1946-1958);Heisenberg, Werner (1901-1976)
1956-02-17;Gottstein, Klaus (1924-2020)/ Max-Planck-Institut für Physik (1946-1958);Heisenberg, Werner (1901-1976)
1956-08-28;Heisenberg, Werner (1901-1976);Grassi, Ernesto (1902-1991) [vermutlich]
1956-07-05;Heisenberg, Werner (1901-1976);Grau, Wilhelm/ Deutschland (Bundesrepublik). Bundesminister für Atomkernenergie (1961-1962)
1956-08-29;Heisenberg, Werner (1901-1976);Keller, Hans K. E. L. (1908-1979)/ Internationale Grotius-Stiftung. Deutsches Curatorium
1956-05-09;Heisenberg, Werner (1901-1976);Hagedorn, Rolf (1919-2003)/ CERN (1954-)
1956-04-18;Hagedorn, Rolf (1919-2003);Heisenberg, Werner (1901-1976)
1956-04-09;Hatlapa, ...;Heisenberg, Werner (1901-1976)
1956-04-16;Heisenberg, Werner (1901-1976);Hatlapa, ...
1956-06-02;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Hapag Lloyd Aktiengesellschaft (1970-)
1956-05-12;Giese, Annemarie/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Hapag Lloyd Aktiengesellschaft (1970-)
1956-03-15;Hauschild, U. (1926-);Heisenberg, Werner (1901-1976)
1956-03-19;Heisenberg, Werner (1901-1976);Hauschild, U. (1926-)
1956-06-04;Heisenberg, Werner (1901-1976);Heimpel, Hermann (1901-1988)
1956-06-01;Heimpel, Hermann (1901-1988)/ Max-Planck-Institut für Geschichte (1956-2007);Heisenberg, Werner (1901-1976)/ Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)
1956-04-28;Hönigschmid-Grossich, Rüdiger;Heisenberg, Werner (1901-1976)
1956-05-07;Heisenberg, Werner (1901-1976);Hönigschmid-Grossich, Rüdiger
1956-08-28;Heisenberg, Werner (1901-1976);Ibscher, Gred (1906-1996)/ Institut für Auslandsbeziehungen (1949-)
1956-08-24;Ibscher, Gred (1906-1996)/ Institut für Auslandsbeziehungen (1949-);Heisenberg, Werner (1901-1976)
1956-07-09;Schultz, Heinrich;Iglisch, Erich
1956-07-06;Iglisch, Erich;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-06-15;Iglisch, Erich;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1955-01-10;Heisenberg, Werner (1901-1976);Iglisch, Erich
1954-12-04;Iglisch, Erich;Heisenberg, Werner (1901-1976)
1956-09-22;Bhabha, Homi Jehangir (1909-1966);Heisenberg, Werner (1901-1976)
1956-06-25;Lange, Erich (1896-)/ Institut für Physikalische und Theoretische Chemie (Erlangen);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1956-08-06;Fecker, E.;Internationales Kolloquium über Halbleiter und Phosphore (1956 : Garmisch-Partenkirchen) (1956-1956)
1956-08-24;Burhenne, Wolfgang E. (1924-2017)/ Interparlamentarische Arbeitsgemeinschaft (1955-2014);Heisenberg, Werner (1901-1976)
1956-08-28;Heisenberg, Werner (1901-1976);Burhenne, Wolfgang E. (1924-2017)/ Interparlamentarische Arbeitsgemeinschaft (1955-2014)
1957-01-04;Jaeger, Hermann/ Land-Werk (Deutscher Kreis);Heisenberg, Werner (1901-1976)
1956-06-08;Heisenberg, Werner (1901-1976);Jähne, Friedrich (1879-1965)
